"STATUS","CONTAIN","DATE"
"spam","Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2017-12-23 10:46:00
"spam","Kamu internetan dg tarif perKB,pemakaian sd saat ini Rp14035.Mau INTERNETAN tnp khawatir kuota habis? Gunakan pkt UNLIMITED ! Beli *123# atau myIM3",2017-12-23 10:46:00
"spam","Sisa kuota 40 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123",2017-12-23 10:38:00
"spam","Sisa kuota 98 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123",2017-12-23 10:02:00
"spam","Sisa kuota 193 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *12",2017-12-23 01:24:00
"spam","Anda berhenti berlangganan Nelpon Seharian. Nikmati kebebasan berkomunikasi dengan daftar Paket Nelpon tekan *123#",2017-12-22 21:35:00
"spam","Sisa kuota 298 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *12",2017-12-22 21:12:00
"ham","Go Mobile
22Dec17 18:06
Ref 12220020397584
Trf Dana ke
800142351700
GOPAY tiara
IDR 150,000.00
SUKSES",2017-12-22 18:06:00
"ham","22/12/2017 18:04:31 Ref 1222060213 Passcode 5781 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-22 18:04:00
"ham","22/12/2017 15:27:25 Ref 1222047640 Passcode 3838 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-22 15:27:00
"ham","22/12/2017 15:26:57 Ref 1222047598 Passcode 4679 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-22 15:26:00
"ham","Go Mobile
22Dec17 15:19
Ref 12220020286549
Trf Dana ke
800052048200
TOKOPEDIA
IDR 52,736.00
SUKSES",2017-12-22 15:19:00
"ham","22/12/2017 15:18:28 Ref 1222046794 Passcode 0324 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-22 15:18:00
"ham","22/12/2017 15:07:05 Ref 1222045658 Passcode 6987 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-22 15:07:00
"ham","BNI SMS BANKING:22/12/2017 13:42 Saldo rekening 0378088918 sebesar Rp. 88.691,00.",2017-12-22 13:42:00
"ham","22/12/2017 13:38 Informasi saldo rekening 378088918.Utk diproses,reply sms ini,ketik digit ke-1&4 PIN Anda",2017-12-22 13:38:00
"spam","Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 23/12/17 ",2017-12-22 13:34:00
"spam","Ayo tukarkan Poin Senyum kamu dg pilihan Paket layanan (Nelp,SMS, Internetan atau Masa Aktif) sblm 31 Des 2017 via *123*7887#. Cek poin: ketik POIN ke 7887",2017-12-22 12:36:00
"spam","Dgn DATA ROLLOVER sisa kuota TIDAK HANGUS. Simpan sisa kuotamu smp 100GB slm SETAHUN. Gratis dgn pkt internet bulanan IM3Ooredoo. Info http://im3.do/dr1222 MAI1",2017-12-22 12:27:00
"ham","Plgn 085722688068, +10 KOIN PULSA mu hari ini belum diambil? Hub *858*22# utk Ambil. Sayang lho ga diambil, bisa buat tuker pulsa. Hub *858*22# & Pilih 1 OK.",2017-12-22 10:18:00
"ham","Hahaha oke",2017-12-21 23:26:00
"spam","Spesial dari IM3! Nikmati OBROL SEPUASNYA 24 Jam ke Indosat Ooredoo. Paket Nelpon Harian ke sesama aktif sd 22/12/2017 21:57. Info *123# atau http://im3.do/mc",2017-12-21 21:57:00
"spam","BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3",2017-12-21 21:55:00
"spam","Isi Voucher Regular 25K pd 21/12/17 21:55 dr GO-JEK SUKSES. TID:01085600003887916946",2017-12-21 21:55:00
"ham","Sisa kuota Kuota Utama: 434.2 MB, Kuota Malam 01.00-06.00: 9.8 GB. Beli EXTRA Kuota atau upgrade paket sekarang! Tekan *123# atau im3.do/mc",2017-12-21 17:36:00
"spam","Kamu internetan dg tarif perKB,pemakaian sd saat ini Rp3305.Mau INTERNETAN tnp khawatir kuota habis? Gunakan pkt UNLIMITED ! Beli *123# atau myIM3",2017-12-21 11:28:00
"ham","Anda telah menerima pesan dari nomor +6287886411467, silahkan hubungi 0816122",2017-12-21 09:04:00
"ham","Jangan terkecoh! Bank tdk pernah meminta data rahasia Nasabah (PIN,password,userID) sbg syarat u/memberikan hadiah, pengkinian data, mengikuti program,dll.  ",2017-12-20 17:13:00
"ham","Get new Samsung Disc 10%+Disc 200K+Cashback 200K+0% up to 24 mos till 31 Dec 17.Register w/ CIMB Niaga email at shop.samsung .com/id_epp/cimbniaga.TC Info 14041",2017-12-20 13:55:00
"spam","Untuk internetan lebih nyaman, gunakan jaringan4G IndosatOoredoo. Nikmati Penawaran paket TERBAIK hanya di  *123# atau myIM3 http://im3.do/m3",2017-12-20 10:20:00
"spam","Kamu berada di jaringan 4G Indosat Ooredoo. Terus internetan dengan paket TERBAIK dan dapatkan penawarannya hanya di *123# atau myIM3 http://im3.do/m3",2017-12-20 03:37:00
"spam","Suka dengan film StarWars. Ayo beli sticker StarWars dan dapatkan diskon 50% dengan bayar pake pulsa IM3 Ooredoo, Klik bit.ly/Im3LINEStwr  SPI1",2017-12-18 15:33:00
"spam","Ayo dengarkan lagu New Rules dari Dua Lipa di Spotify Premium. Daftar 1 bulan dptkan gratis 3 bulan dengan pulsa IM3 Ooredoo, klik spoti.fi/2AuJ4ME SPI2",2017-12-18 11:34:00
"ham","18/12/2017 09:07 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 138.691,00.Berita: BILL PAYMENT  GOPAY CUST    NO  64151356253027",2017-12-18 09:07:00
"ham","BNI SMS BANKING:18/12/2017 09:03 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:390804",2017-12-18 09:03:00
"ham","18/12/2017 09:02 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-4&2 PIN Anda",2017-12-18 09:02:00
"ham","Traveloka.com: Your E-Ticket Summary

26-Dec-2017 / 10:30 / GMR-BD / V95LDQ 
Name: TIARA DWIPUTRI
Total: 1 passenger(s)",2017-12-17 23:44:00
"ham","Selamat pagi pak saya dri jd.id mau anter paket. Ini masuknya tower a atau tower b ya pak?",2017-12-17 09:53:00
"ham","16/12/2017 11:52 Pada No. Rek 378088918 ada dana keluar sebesar Rp 250.000,00. Saldo akhir: Rp 328.691,00.Berita: PENARIKAN TUNAI.",2017-12-16 11:52:00
"spam","Selamat..! SIM CARD
Anda terpilih menjadi
Pemenang dari
Pesta ISI ULANG
MOBOINDOSAT
Pin JK25FGR untk info
Slhkn kunjungi:
www.rejekimobo.blogspot.com",2017-12-16 06:22:00
"ham","Transaksi KartuKredit 428416XXXX3777,IDR 1,199,000.00 Tgl 2017-12-15 di FOOTGEAR SENCI,FG37 JAKARTA PUSATID Utk permintaan PIN, info:14041",2017-12-15 22:11:00
"spam","iRing keren cuman buat km, ANJI-Dia,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2017-12-15 20:07:00
"ham","Get new Samsung Disc 10%+Disc 200K+Cashback 200K+0% up to 24 mos till 31 Dec 17.Register w/ CIMB Niaga email at shop.samsung .com/id_epp/cimbniaga.TC Info 14041",2017-12-15 17:05:00
"ham","Dear aspen, Pesanan anda dengan nomor 224019451 di jd.id sudah ada di jasa pengiriman, untuk info, email cs@jd.id",2017-12-15 15:27:00
"spam","Mau nonton film bioskop di rumah? Cukup tekan *123*6# dan pilih film yang kamu suka SPI1",2017-12-15 11:06:00
"spam","Dapatkan KADO SPESIAL dari Indosat Ooredoo. Paket NELPON SEPUASNYA ke sesama Indosat selama 7hari hanya Rp10rb. Ketik KADO2 kirim ke 919 sebelum 12 Des 2017",2017-12-15 08:45:00
"ham","BNI SMS BANKING:15/12/2017 07:44 Trf Rp 93000 ke BCA 0479086356/NIMAS PUTRI ASRINING ## telah berhasil Ref:065405-100000232099",2017-12-15 07:44:00
"ham","15/12/2017 07:44 Trf Rp93000 ke BCA 0479086356/NIMAS PUTRI ## Utk diproses,reply sms ini,ketik digit ke-1&5 PIN Anda",2017-12-15 07:44:00
"ham","BNI SMS BANKING:15/12/2017 07:41 Trf Rp.37.000 ke 0271528021 an.Sdri RENITA  LAVINIA telah berhasil. Reff: 972747.",2017-12-15 07:41:00
"ham","15/12/2017 07:40 Trf Rp 37000 ke 0271528021 an.Sdri RENITA  L.Utk diproses,reply sms ini,ketik digit ke-6&5 PIN Anda",2017-12-15 07:41:00
"ham","Hai JDers! (038249) adalah kode verifikasi akun anda.",2017-12-14 21:57:00
"spam","BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3",2017-12-14 19:51:00
"spam","TOPUP pulsa Rp 25000 berhasil via ATM CIMB_NIAGA kode trx 1214195151142391. Pulsa anda saat ini Rp 25071. Terima kasih telah menggunakan INDOSAT OOREDOO",2017-12-14 19:51:00
"spam","Ayo download aplikasi myIM3,dgn fitur Smart Data Control kamu bs hemat saat akses aplikasi & dptkan jg Penawaran Spesial dr myIM3.Info http://im3.do/mi1214 MAI1",2017-12-14 11:04:00
"ham","Pagi, sy dr GOJEK sedang menuju kesana.  Trims :-)",2017-12-14 08:57:00
"ham","Sy sdh di lobby",2017-12-13 08:56:00
"spam","Dgn DATA ROLLOVER sisa kuota TIDAK HANGUS. Simpan sisa kuotamu smp 100GB slm SETAHUN. Gratis dgn pkt internet bulanan IM3Ooredoo. Info http://im3.do/dr1212 MAI1",2017-12-12 12:42:00
"ham","Saya sudah di lobby bu",2017-12-12 09:10:00
"ham","Ok di tunggu yaa",2017-12-12 09:02:00
"spam","Ayo diaktifkan iRing KERENnya, Via Vallen-Sakit Sakit Hatiku (Reff) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2017-12-11 20:24:00
"ham","11/12/2017 19:56 Pada No. Rek 378088918 ada dana keluar sebesar Rp 583.400,00. Saldo akhir: Rp 715.191,00.Berita: TRF PAY TOP UP ECHANNEL.",2017-12-11 19:56:00
"ham","BNI SMS BANKING:11/12/2017 19:53 Trf Rp 583400 ke BCA 2331654681/ANTON SUSILO ADI PUS ## telah berhasil Ref:393877-100000462078",2017-12-11 19:54:00
"ham","11/12/2017 19:53 Trf Rp583400 ke BCA 2331654681/ANTON SUSILO ## Utk diproses,reply sms ini,ketik digit ke-6&5 PIN Anda",2017-12-11 19:53:00
"ham","Ibu sy sdh di lobbi tower A mksh ",2017-12-11 09:13:00
"ham","Ibu di tunggu y mksh ",2017-12-11 09:00:00
"ham","Anda telah melakukan login dari perangkat baru. Apabila Anda tidak melakukannya silakan hubungi 14041.",2017-12-11 09:00:00
"ham","11/12/2017 08:56:28 Ref 1211007960 Passcode 0127 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2017-12-11 08:56:00
"ham","BNI SMS BANKING:11/12/2017 08:53 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.50.000 Berhasil. Reff:352841",2017-12-11 08:53:00
"ham","11/12/2017 08:53 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.50.000 ketik digit ke-5&2 PIN Anda",2017-12-11 08:53:00
"spam","Uber: Anda mendapatkan potongan Rp 15000. untuk 10 perjalanan uberX/XL/POOL/UberBLACK Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-12-10 23:07:00
"spam","iRing keren cuman buat km, Delondri-Demi Allah Aku Mencintaimu,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2017-12-10 22:24:00
"ham","Td pagi jadi lari ga ti ? Aku baru ada pulsa",2017-12-10 18:45:00
"ham","10/12/2017 11:11 Pada No. Rek 378088918 ada dana keluar sebesar Rp 135.000,00. Saldo akhir: Rp 1.355.091,00.Berita: TRF PAY TOP UP ECHANNEL.",2017-12-10 11:11:00
"spam","Ayo diaktifkan iRing KERENnya, ILIR 7-Sakit Sungguh Sakit (Song) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2017-12-09 20:28:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:21:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","Gojek d tunggu otw penjemputan",2017-12-09 15:20:00
"ham","BNI SMS BANKING:09/12/2017 14:06 Trf Rp.89.995 ke 8848000008197527 an.TIKET.COM-Tiara Dwiputri telah berhasil. Reff: 947148.",2017-12-09 14:06:00
"ham","09/12/2017 14:06 Trf Rp 89995 ke 8848000008197527 an.TIKET.COM-Tiar.Utk diproses,reply sms ini,ketik digit ke-5&4 PIN Anda",2017-12-09 14:06:00
"ham","No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 399. Info: *123*883#",2017-12-09 13:35:00
"spam","Cuma Rp165rb 1 bulan bisa dpt semua. INTERNETAN, SMS, NELPON SEPUASNYA KEMANAPUN + Free Unlimited Apps Streaming. Ayo tekan *123# dr ponsel kamu sekarang! CVI7",2017-12-09 10:17:00
"ham","09/12/2017 10:09 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 1.580.086,00.Berita: BILL PAYMENT  GOPAY CUST    NO  591512788823",2017-12-09 10:09:00
"ham","BNI SMS BANKING:09/12/2017 10:07 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:343149",2017-12-09 10:07:00
"ham","09/12/2017 10:07 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-1&4 PIN Anda",2017-12-09 10:07:00
"spam","Paket internet Extra, kuota 2GB, Rp 10rb. ketik XD1 ke 929 sd 11/12/17.",2017-12-09 09:52:00
"spam","BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3",2017-12-09 09:22:00
"spam","Isi Voucher Regular 25K pd 09/12/17 09:22 dr GO-JEK SUKSES. TID:01073200003753260892",2017-12-09 09:22:00
"spam","Apakah dalam 1 bulan terakhir Anda berlangganan layanan SMS konten i-ring/game/music/video dr Indosat Ooredoo? ketik YES1 jika iya atau NO1 jika tdk.GRATIS SPI1",2017-12-09 08:40:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Fatmawati pd 2017-12-10 11:15:00 dgn no kursi 6 tercatat dgn kode booking BOAP17120285534",2017-12-08 23:51:00
"spam","Kesempatan Terakhir, Ambil Kado Mu. Paket NELPON SEPUASNYA ke sesama Indosat selama 30hari hanya Rp20rb. Ketik KADO3 kirim ke 919 sekarang",2017-12-08 11:30:00
"spam","Penawaran terbatas! Aktifkan Paket Khusus: IM3 Freedom Bundle hanya utk Smartphone Anda, balas SMS ke 990, ketik F50 dpt Kuota 12GB hanya Rp50rb/bln atau F25 dpt Kuota 2GB hanya Rp25rb/bln selama 12 bulan. Pastikan Pulsa Cukup.",2017-12-08 10:12:00
"ham","Sisa kuota Kuota Utama: 2.0 GB, Kuota Malam 01.00-06.00: 9.8 GB, Kuota Aplikasi: 1.0 GB. Beli EXTRA Kuota atau upgrade paket sekarang! Tekan *123# atau im3.do/",2017-12-08 09:53:00
"ham","Pembelian item dari Spotify Premium seharga Rp. 49990 (belum termasuk PPN) telah berhasil. CS: s.fortumo.com/spotify",2017-12-07 22:03:00
"ham","Pin anda adalah 4354. s.fortumo.com",2017-12-07 22:02:00
"ham","Maaf, keyword yang Anda masukan salah. Untuk informasi lebih lanjut tekan *123# lalu OK/YES atau hub : 185",2017-12-07 22:01:00
"spam","TOPUP pulsa Rp 50000 berhasil via ATM BNI kode trx 1207220125194965. Pulsa anda saat ini Rp 59822. Terima kasih telah menggunakan INDOSAT OOREDOO",2017-12-07 22:01:00
"ham","BNI SMS BANKING:07/12/2017 22:01 Topup INDOSAT ke nomor 085722688068 sebesar Rp. 50.000 berhasil. Reff: 98823087.",2017-12-07 22:01:00
"ham","07/12/2017 22:01 TOP no 085722688068 sebesar Rp 50000.Utk diproses,reply sms ini,ketik digit ke-1&2 PIN Anda",2017-12-07 22:01:00
"ham","07/12/2017 21:45 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 1.730.086,00.Berita: PENARIKAN TUNAI.",2017-12-07 21:45:00
"spam","Dgn DATA ROLLOVER sisa kuota TIDAK HANGUS. Simpan sisa kuotamu smp 100GB slm SETAHUN. Gratis dgn pkt internet bulanan IM3Ooredoo. Info http://im3.do/dr1207 MAI1",2017-12-07 11:11:00
"spam","Dapatkan KADO SPESIAL dari Indosat Ooredoo. Paket NELPON SEPUASNYA ke sesama Indosat selama 30hari hanya Rp20rb. Ketik KADO3 kirim ke 919 sebelum 8 Des 2017",2017-12-07 10:44:00
"ham","Ok",2017-12-07 09:08:00
"ham","06/12/2017 21:18 Pada No. Rek 378088918 ada dana keluar sebesar Rp 108.900,00. Saldo akhir: Rp 1.882.085,00.Berita: TRF PAY TOP UP ECHANNEL.",2017-12-06 21:19:00
"ham","06/12/2017 20:58 Pada No. Rek 378088918 ada dana masuk sebesar Rp 100.000,00. Saldo akhir: Rp 1.990.985,00.Berita: KOR TARIK TUNAI ATM.",2017-12-06 21:01:00
"ham","06/12/2017 20:58 Pada No. Rek 378088918 ada dana masuk sebesar Rp 100.000,00. Saldo akhir: Rp 1.990.985,00.Berita: KOR TARIK TUNAI ATM.",2017-12-06 21:01:00
"ham","06/12/2017 20:58 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 1.890.985,00.Berita: PENARIKAN TUNAI.",2017-12-06 21:01:00
"ham","06/12/2017 20:58 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 1.890.985,00.Berita: PENARIKAN TUNAI.",2017-12-06 21:01:00
"spam","iRing keren cuman buat km, Repvblik-Selingkuh,Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2017-12-06 20:57:00
"ham","Saya di pintu  masuk  saya mundur  ya bu? ",2017-12-06 20:29:00
"ham","Sebentar  bu, ",2017-12-06 20:18:00
"spam","Ayo download aplikasi myIM3,dgn fitur Smart Data Control kamu bs hemat saat akses aplikasi & dptkan jg Penawaran Spesial dr myIM3.Info http://im3.do/mi1206 CMI4",2017-12-06 19:42:00
"spam","Ayo dengarkan lagu Despacito dari Justin Bieber di Spotify Premium. Daftar 1 bulan dptkan gratis 3 bulan dengan pulsa IM3 Ooredoo, klik spoti.fi/2AuJ4ME CMI5",2017-12-06 19:32:00
"ham","Siang, maaf internetnya mati. Kondisi bolin hari ini masih lesu, sudah mau bangun berdiri, pis keluar dari kateter, makan dicekok",2017-12-06 14:32:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Fatmawati-Dipati Ukur pd 2017-12-09 05:15:00 dgn no kursi 8 tercatat dgn kode booking BOAP17120276068",2017-12-06 10:10:00
"ham","Cancel aj ya nona ini kejauhan muter bliknya. Gojek",2017-12-05 21:40:00
"spam","Laper? Ayo pakai PayPro setiap hari Rabu di McDonalds & dptkan DISKON hingga Rp25rb. Tekan *123*4# atau melalui aplikasi myIM3. Info http://im3.do/ipp1205 MAI1",2017-12-05 15:40:00
"spam","Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",2017-12-05 13:32:00
"spam","Cuma Rp100rb 1 bulan dapat 10GB + Free Unlimited Apps Streaming +SMS Nelpon SEPUASNYA ke sesama. Ayo tekan *123# sekarang.Atau pilih Paket Favorit lainnya! CVI6",2017-12-05 12:22:00
"spam","Paket internet Extra, kuota 2GB, Rp 10rb. ketik XD1 ke 929 sd 07/12/17.",2017-12-05 10:13:00
"spam","BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3",2017-12-05 09:04:00
"spam","Isi Voucher Regular 25K pd 05/12/17 09:04 dr GO-JEK SUKSES. TID:01069600003713097026",2017-12-05 09:04:00
"spam","Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2017-12-04 20:29:00
"spam","Sukseskan Sail Sabang 2017 tgl 25 November - 5 Desember 2017 di Pulau We, Kota Sabang. Untuk info lengkap kunjungi website: sailsabang2017.co.id",2017-12-04 14:14:00
"ham","KITABISA.COM: Zakat #762849 telah lewat batas waktu. Jika SUDAH TRANSFER atau ingin BERZAKAT ULANG, klik https://ktbs.in/3ef8d",2017-12-04 13:02:00
"spam","Uber: Anda mendapatkan potongan Rp 15000. untuk 10 perjalanan uberX/XL/POOL/UberBLACK Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",2017-12-03 23:44:00
"ham","KITABISA.COM REMINDER: Segera transfer pembayaran zakat #762849. Batas waktu s.d. 4 Dec 10:00 WIB. Abaikan jika sudah transfer.",2017-12-03 21:02:00
"spam","Paket internet Extra, kuota 2GB, Rp 10rb. ketik XD1 ke 929 sd 05/12/17.",2017-12-03 14:35:00
"ham","03/12/2017 13:23 Trf Rp 75745 ke 7878078003 an.KITA BISA berita: ZAKAT NOVEMBER.Utk diproses,reply sms ini,ketik digit ke-1&2 PIN Anda",2017-12-03 13:23:00
"ham","KITABISA.COM: Segera transfer TEPAT Rp 75.745 ke rek BNI 7878078003 an. YAYASAN KITA BISA utk zakat #762849 sebelum 4 Dec 10:00 WIB",2017-12-03 13:22:00
"spam","SELAMAT. GRATIS Nelpon SEPUASNYA Ke Semua No Indosat SEHARIAN bisa Kamu Nikmati. Ketik IM3LuvU kirim ke 919 sebelum 4 Des 2017 #IM3LuvU",2017-12-03 08:30:00
"ham","02/12/2017 13:21 Pada No. Rek 378088918 ada dana keluar sebesar Rp 190.344,00. Saldo akhir: Rp 2.090.885,00.Berita: TRF PAY TOP UP ECHANNEL.",2017-12-02 13:21:00
"ham","02/12/2017 10:34 Pada No. Rek 378088918 ada dana keluar sebesar Rp 200.000,00. Saldo akhir: Rp 2.281.229,00.Berita: BILL PAYMENT  GOPAY CUST    NO  551512185437",2017-12-02 10:35:00
"ham","BNI SMS BANKING:02/12/2017 10:31 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.200.000 Berhasil. Reff:281331",2017-12-02 10:31:00
"ham","02/12/2017 10:30 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.200.000 ketik digit ke-6&4 PIN Anda",2017-12-02 10:30:00
"ham","Diskon hingga Rp. 1 juta + Cicilan 0% hingga 24 bulan dgn Kartu Kredit di Best Denki Summarecon Mall Serpong, Periode 1 - 3 Des 2017. S&K Berlaku. Info 14041",2017-12-02 09:50:00
"spam","BEBAS INTERNETAN Selama 1 Bulan cuma Rp100rb. Free Unlimited Apps+Streaming. Tekan *123# Sekarang Dan Pilih Paket Favoritmu! CVI6",2017-12-01 10:13:00
"spam","Pelanggan 085722688068 Kamu dapat 1 pesan chat. Hubungi *606*6# untuk baca. Pesan akan dihapus dlm 5 menit. Silahkan hub *606*6# skrg",2017-11-30 17:25:00
"spam","Ayo download aplikasi myIM3,dgn fitur Smart Data Control kamu bs hemat saat akses aplikasi & dptkan jg Penawaran Spesial dr myIM3.Info http://im3.do/mi1130 MAI1",2017-11-30 13:01:00
"ham","BNI SMS BANKING:30/11/2017 12:32 Trf Rp.50.000 ke 0305953425 an.Sdr RANDY  AZZIS telah berhasil. Reff: 911210.",2017-11-30 12:33:00
"ham","30/11/2017 12:32 Trf Rp 50000 ke 0305953425 an.Sdr RANDY  AZZ.Utk diproses,reply sms ini,ketik digit ke-6&1 PIN Anda",2017-11-30 12:32:00
"ham","BNI SMS BANKING:30/11/2017 10:48 Saldo rekening 0378088918 sebesar Rp. 2.537.208,00.",2017-11-30 10:49:00
"ham","30/11/2017 10:47 Informasi saldo rekening 378088918.Utk diproses,reply sms ini,ketik digit ke-4&6 PIN Anda",2017-11-30 10:48:00
"ham","Sy sudah dihalte durentiga arah kuningan",2017-11-30 09:49:00
"spam","Temanmu pake iRing keren Ungu - Cinta Dalam Hati ,mau juga? Balas SMS dgn Mau . Promo Rp.0,1/3hr, prpanjang Rp.3190/7hr.",2017-11-29 20:35:00
"ham"," maaf mba tlg dibntu di cancel,
sya mau gnti helm sma jaket dahulu,
soalnya helm nya basah mba.
terima kasih.",2017-11-29 19:56:00
"spam","Dgn DATA ROLLOVER sisa kuota TIDAK HANGUS. Simpan sisa kuotamu smp 100GB slm SETAHUN. Gratis dgn pkt internet bulanan IM3Ooredoo. Info http://im3.do/dr1129 MAI1",2017-11-29 18:05:00
"spam","Selamat, kamu dpt cashback 20% saldo PayPro krn sdh melakukan isi pulsa.Registrasi & download aplikasi PayPro di http://bit.ly/PP_ISAT.Info @indosatcare PAI9",2017-11-29 16:11:00
"ham","Mba maaf gaada uang parkir saya mba
Sya sudah sampe depan tower a",2017-11-29 08:59:00
"ham","Selamaat pagi dari gojek
Saya sudah berada di one bellpark 
Posisinya dimana yaa mba?
Trimakasih",2017-11-29 08:54:00
"spam","Paket internet Extra, kuota 1 GB, Rp 10rb. Ketik D21 ke 929 sd 01/12/17.",2017-11-29 06:18:00
"ham","BNI SMS BANKING:28/11/2017 21:10 Saldo rekening 0378088918 sebesar Rp. 53.338,00.",2017-11-28 21:10:00
"ham","28/11/2017 21:08 Informasi saldo rekening 378088918.Utk diproses,reply sms ini,ketik digit ke-4&5 PIN Anda",2017-11-28 21:08:00
"spam","Ayo dengarkan lagu Perfect dari Ed Sheeran di Spotify Premium. Daftar 1 bulan dptkan gratis 3 bulan dengan pulsa IM3 Ooredoo: spoti.fi/2AuJ4ME SPI1",2017-11-28 16:59:00
"spam","Nelp kerabat Anda di Asia, Eropa, Australia dan AS lebih hemat dg Paket FlatCall 01016, mulai Rp10rb/hr. Tekan*122*4*2#. Info: indosatooredoo.com/flatcall PAI10",2017-11-28 14:55:00
"spam","Pelanggan 085722688068, Kamu dapat 1 Pesan Chat. Hubungi *700*1# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *700*1# skrg",2017-11-28 13:26:00
